,Country/Region,Confirmed_diff,Deaths_diff,Recovered_diff,date_diff
73,Kazakhstan,35,0,9,0 days 18:59:00.000000000
120,Bangladesh,35,3,0,0 days 18:59:00.000000000
92,Oman,33,0,0,0 days 18:59:00.000000000
64,Lithuania,32,2,1,0 days 18:59:00.000000000
93,Cuba,32,2,0,0 days 18:59:00.000000000
95,Honduras,30,0,0,0 days 18:59:00.000000000
88,Afghanistan,30,0,2,0 days 18:59:00.000000000
89,Burkina Faso,27,1,24,0 days 18:59:00.000000000
109,Bolivia,26,1,0,0 days 18:59:00.000000000
98,Palestine,26,0,2,0 days 18:59:00.000000000
60,Slovenia,24,2,23,0 days 18:59:00.000000000
90,Jordan,22,0,36,0 days 18:59:00.000000000
75,Tunisia,21,3,0,0 days 18:59:00.000000000
104,Montenegro,20,0,0,0 days 18:59:00.000000000
82,Costa Rica,19,0,3,0 days 18:59:00.000000000
107,Georgia,18,0,0,0 days 18:59:00.000000000
86,Albania,16,1,12,0 days 18:59:00.000000000
97,Ivory Coast,16,2,12,0 days 18:59:00.000000000
79,Lebanon,14,1,1,0 days 18:59:00.000000000
70,Bosnia and Herzegovina,13,6,14,0 days 18:59:00.000000000
115,Mayotte,13,0,0,0 days 18:59:00.000000000
146,Sint Maarten,12,2,-5,0 days 18:59:00.000000000
66,Hungary,11,4,1,0 days 18:59:00.000000000
117,Isle of Man,11,0,0,0 days 18:59:00.000000000
58,Estonia,11,4,0,0 days 18:59:00.000000000
65,Armenia,11,1,5,0 days 18:59:00.000000000
87,Taiwan,10,0,3,0 days 18:59:00.000000000
78,Bulgaria,10,1,2,0 days 18:59:00.000000000
77,Latvia,9,0,0,0 days 18:59:00.000000000
123,Paraguay,9,2,0,0 days 18:59:00.000000000
130,Guatemala,9,1,0,0 days 18:59:00.000000000
100,Nigeria,8,0,6,0 days 18:59:00.000000000
138,Togo,8,0,2,0 days 18:59:00.000000000
132,French Guiana,7,0,5,0 days 18:59:00.000000000
128,Monaco,7,0,0,0 days 18:59:00.000000000
131,El Salvador,7,0,0,0 days 18:59:00.000000000
84,Uruguay,6,1,11,0 days 18:59:00.000000000
154,Benin,6,0,3,0 days 18:59:00.000000000
150,Guyana,5,0,0,0 days 18:59:00.000000000
168,Angola,4,0,0,0 days 18:59:00.000000000
144,Cayman Islands,4,0,0,0 days 18:59:00.000000000
136,Barbados,4,1,6,0 days 18:59:00.000000000
137,Uganda,4,0,0,0 days 18:59:00.000000000
112,Venezuela,4,0,0,0 days 18:59:00.000000000
139,Mali,4,2,0,0 days 18:59:00.000000000
103,Senegal,4,0,10,0 days 18:59:00.000000000
114,Martinique,4,1,23,0 days 18:59:00.000000000
148,Saint Martin,3,0,0,0 days 18:59:00.000000000
152,Gabon,3,0,0,0 days 18:59:00.000000000
135,Jamaica,3,0,1,0 days 18:59:00.000000000
69,Bahrain,2,0,4,0 days 18:59:00.000000000
110,Faeroe Islands,2,0,8,0 days 18:59:00.000000000
111,Sri Lanka,2,0,5,0 days 18:59:00.000000000
125,Rwanda,2,0,0,0 days 18:59:00.000000000
191,Botswana,2,0,0,0 days 18:59:00.000000000
153,Tanzania,2,0,0,0 days 18:59:00.000000000
169,Fiji,2,0,0,0 days 18:59:00.000000000
143,French Polynesia,1,0,0,0 days 18:59:00.000000000
124,Trinidad and Tobago,1,0,0,0 days 18:59:00.000000000
142,Ethiopia,1,1,0,0 days 18:59:00.000000000
173,Laos,1,0,0,0 days 18:59:00.000000000
151,Bahamas,1,1,4,0 days 18:59:00.000000000
159,New Caledonia,1,0,0,0 days 18:59:00.000000000
206,Falkland Islands,1,0,0,0 days 18:59:00.000000000
195,Nicaragua,1,0,0,0 days 18:59:00.000000000
62,Hong Kong,1,0,0,0 days 18:59:00.000000000
164,Mongolia,1,0,0,0 days 18:59:00.000000000
118,Guadeloupe,1,0,7,0 days 18:59:00.000000000
205,Caribbean Netherlands,0,0,0,0 days 18:59:00.000000000
199,Western Sahara,0,0,0,0 days 18:59:00.000000000
209,South Sudan,0,0,0,0 days 18:59:00.000000000
174,Curacao,0,0,0,0 days 18:59:00.000000000
189,Vatican City,0,0,0,0 days 18:59:00.000000000
190,Mauritania,0,0,0,0 days 18:59:00.000000000
200,Gambia,0,0,0,0 days 18:59:00.000000000
192,Montserrat,0,0,0,0 days 18:59:00.000000000
193,St. Barth,0,0,0,0 days 18:59:00.000000000
201,Malawi,0,0,0,0 days 18:59:00.000000000
172,Grenada,0,0,0,0 days 18:59:00.000000000
171,Sudan,0,0,0,0 days 18:59:00.000000000
170,Liberia,0,0,0,0 days 18:59:00.000000000
198,Bhutan,0,0,0,0 days 18:59:00.000000000
197,Turks and Caicos,0,0,0,0 days 18:59:00.000000000
194,Sierra Leone,0,0,0,0 days 18:59:00.000000000
167,Saint Lucia,0,0,0,0 days 18:59:00.000000000
166,Dominica,0,0,0,0 days 18:59:00.000000000
175,Greenland,0,0,0,0 days 18:59:00.000000000
202,Anguilla,0,0,0,0 days 18:59:00.000000000
184,Eswatini,0,0,0,0 days 18:59:00.000000000
207,Papua New Guinea,0,0,0,0 days 18:59:00.000000000
185,CAR,0,0,0,0 days 18:59:00.000000000
183,Chad,0,0,0,0 days 18:59:00.000000000
182,Nepal,0,0,0,0 days 18:59:00.000000000
196,Belize,0,1,0,0 days 18:59:00.000000000
181,Zimbabwe,0,0,0,0 days 18:59:00.000000000
204,Burundi,0,0,0,0 days 18:59:00.000000000
180,MS Zaandam,0,0,0,0 days 18:59:00.000000000
179,Suriname,0,0,0,0 days 18:59:00.000000000
188,Cabo Verde,0,0,1,0 days 18:59:00.000000000
178,Saint Kitts and Nevis,0,0,0,0 days 18:59:00.000000000
186,Somalia,0,0,0,0 days 18:59:00.000000000
203,British Virgin Islands,0,0,0,0 days 18:59:00.000000000
208,Saint Pierre Miquelon,0,0,0,0 days 18:59:00.000000000
187,St. Vincent Grenadines,0,0,0,0 days 18:59:00.000000000
177,Mozambique,0,0,0,0 days 18:59:00.000000000
176,Seychelles,0,0,0,0 days 18:59:00.000000000
165,Antigua and Barbuda,0,0,0,0 days 18:59:00.000000000
50,Iceland,0,0,0,0 days 18:59:00.000000000
163,Equatorial Guinea,0,0,0,0 days 18:59:00.000000000
80,Andorra,0,0,0,0 days 18:59:00.000000000
8,United Kingdom,0,0,0,0 days 18:59:00.000000000
102,Malta,0,0,3,0 days 18:59:00.000000000
101,Mauritius,0,0,0,0 days 18:59:00.000000000
99,Vietnam,0,0,5,0 days 18:59:00.000000000
96,San Marino,0,0,0,0 days 18:59:00.000000000
91,Reunion,0,0,0,0 days 18:59:00.000000000
12,Netherlands,0,0,0,0 days 18:59:00.000000000
83,Cyprus,0,0,4,0 days 18:59:00.000000000
81,Slovakia,0,0,-2,0 days 18:59:00.000000000
76,North Macedonia,0,0,0,0 days 18:59:00.000000000
162,Namibia,0,0,0,0 days 18:59:00.000000000
74,Azerbaijan,0,2,0,0 days 18:59:00.000000000
16,Portugal,0,0,0,0 days 18:59:00.000000000
19,Sweden,0,0,0,0 days 18:59:00.000000000
67,Diamond Princess,0,0,0,0 days 18:59:00.000000000
63,Moldova,0,2,7,0 days 18:59:00.000000000
43,Serbia,0,0,0,0 days 18:59:00.000000000
45,Dominican Republic,0,0,0,0 days 18:59:00.000000000
55,Croatia,0,0,0,0 days 18:59:00.000000000
54,Singapore,0,0,23,0 days 18:59:00.000000000
106,Ghana,0,0,0,0 days 18:59:00.000000000
113,DRC,0,0,0,0 days 18:59:00.000000000
116,Kenya,0,0,0,0 days 18:59:00.000000000
119,Brunei,0,0,9,0 days 18:59:00.000000000
161,Libya,0,0,0,0 days 18:59:00.000000000
160,Guinea-Bissau,0,0,0,0 days 18:59:00.000000000
158,Maldives,0,0,0,0 days 18:59:00.000000000
157,Syria,0,0,0,0 days 18:59:00.000000000
156,Myanmar,0,0,0,0 days 18:59:00.000000000
155,Haiti,0,1,0,0 days 18:59:00.000000000
149,Eritrea,0,0,0,0 days 18:59:00.000000000
147,Bermuda,0,0,0,0 days 18:59:00.000000000
145,Zambia,0,0,0,0 days 18:59:00.000000000
141,Macao,0,0,0,0 days 18:59:00.000000000
140,Congo,0,0,0,0 days 18:59:00.000000000
134,Djibouti,0,0,0,0 days 18:59:00.000000000
133,Aruba,0,0,0,0 days 18:59:00.000000000
46,Greece,0,0,0,0 days 18:59:00.000000000
129,Madagascar,0,0,0,0 days 18:59:00.000000000
127,Liechtenstein,0,0,0,0 days 18:59:00.000000000
126,Gibraltar,0,0,0,0 days 18:59:00.000000000
122,Cambodia,0,0,3,0 days 18:59:00.000000000
121,Guinea,0,0,0,0 days 18:59:00.000000000
210,Timor-Leste,0,0,0,0 days 18:59:00.000000000
