,Country/Region,Confirmed_diff,Deaths_diff,Recovered_diff,date_diff
36,Indonesia,239,27,18,1 days 12:37:00.000000000
37,South Africa,110,1,0,1 days 12:37:00.000000000
38,Finland,75,4,0,1 days 12:37:00.000000000
39,Greece,190,10,0,1 days 12:37:00.000000000
40,India,116,7,12,1 days 12:37:00.000000000
41,Iceland,130,0,17,1 days 12:37:00.000000000
42,Panama,115,3,2,1 days 12:37:00.000000000
43,Dominican Republic,278,19,0,1 days 12:37:00.000000000
44,Peru,217,7,0,1 days 12:37:00.000000000
45,Mexico,131,4,0,1 days 12:37:00.000000000
46,Singapore,112,1,29,1 days 12:37:00.000000000
47,Argentina,55,2,0,1 days 12:37:00.000000000
48,Serbia,213,5,0,1 days 12:37:00.000000000
49,Slovenia,98,2,0,1 days 12:37:00.000000000
50,Croatia,78,2,7,1 days 12:37:00.000000000
51,Diamond Princess,0,0,6,1 days 12:37:00.000000000
52,Colombia,163,4,0,1 days 12:37:00.000000000
53,Estonia,104,2,9,1 days 12:37:00.000000000
54,Hong Kong,122,0,7,1 days 12:37:00.000000000
55,Qatar,72,1,5,1 days 12:37:00.000000000
56,Egypt,73,10,16,1 days 12:37:00.000000000
57,Iraq,89,2,21,1 days 12:37:00.000000000
58,New Zealand,63,1,6,1 days 12:37:00.000000000
59,Algeria,102,5,2,1 days 12:37:00.000000000
60,Bahrain,26,0,18,1 days 12:37:00.000000000
61,Morocco,105,3,2,1 days 12:37:00.000000000
62,Lithuania,78,2,0,1 days 12:37:00.000000000
63,Lebanon,47,2,3,1 days 12:37:00.000000000
64,Armenia,52,2,2,1 days 12:37:00.000000000
65,Ukraine,108,4,0,1 days 12:37:00.000000000
66,Hungary,65,2,0,1 days 12:37:00.000000000
67,Latvia,42,0,0,1 days 12:37:00.000000000
68,Bulgaria,33,4,5,1 days 12:37:00.000000000
69,Andorra,67,3,0,1 days 12:37:00.000000000
70,Bosnia and Herzegovina,86,2,3,1 days 12:37:00.000000000
71,Costa Rica,51,0,0,1 days 12:37:00.000000000
72,Slovakia,45,0,0,1 days 12:37:00.000000000
73,Tunisia,85,1,0,1 days 12:37:00.000000000
74,Uruguay,30,1,0,1 days 12:37:00.000000000
75,Taiwan,31,0,9,1 days 12:37:00.000000000
76,Kazakhstan,134,0,17,1 days 12:37:00.000000000
77,Moldova,64,0,0,1 days 12:37:00.000000000
78,Jordan,24,2,0,1 days 12:37:00.000000000
79,North Macedonia,40,3,0,1 days 12:37:00.000000000
80,Kuwait,30,0,10,1 days 12:37:00.000000000
81,San Marino,1,1,0,1 days 12:37:00.000000000
82,Burkina Faso,42,3,11,1 days 12:37:00.000000000
83,Cyprus,52,0,0,1 days 12:37:00.000000000
84,Albania,26,2,2,1 days 12:37:00.000000000
85,Azerbaijan,44,1,0,1 days 12:37:00.000000000
86,Vietnam,19,0,5,1 days 12:37:00.000000000
87,Oman,15,0,0,1 days 12:37:00.000000000
88,Faeroe Islands,15,0,16,1 days 12:37:00.000000000
89,Ghana,15,1,0,1 days 12:37:00.000000000
90,Malta,12,0,0,1 days 12:37:00.000000000
91,Uzbekistan,40,0,2,1 days 12:37:00.000000000
92,Senegal,23,0,16,1 days 12:37:00.000000000
93,Ivory Coast,39,0,0,1 days 12:37:00.000000000
94,Cuba,59,1,0,1 days 12:37:00.000000000
95,Brunei,11,0,23,1 days 12:37:00.000000000
96,Afghanistan,10,0,0,1 days 12:37:00.000000000
97,Venezuela,6,0,8,1 days 12:37:00.000000000
98,Sri Lanka,11,1,2,1 days 12:37:00.000000000
99,Honduras,15,1,0,1 days 12:37:00.000000000
100,Palestine,17,0,1,1 days 12:37:00.000000000
101,Mauritius,13,1,0,1 days 12:37:00.000000000
102,Cambodia,4,0,8,1 days 12:37:00.000000000
103,Guadeloupe,29,1,17,1 days 12:37:00.000000000
104,Channel Islands,12,1,0,1 days 12:37:00.000000000
105,Nigeria,16,0,0,1 days 12:37:00.000000000
106,Belarus,0,0,0,1 days 12:37:00.000000000
107,Martinique,0,0,0,1 days 12:37:00.000000000
108,Cameroon,0,0,0,1 days 12:37:00.000000000
109,Georgia,6,0,4,1 days 12:37:00.000000000
110,Montenegro,3,0,0,1 days 12:37:00.000000000
111,Kyrgyzstan,26,0,0,1 days 12:37:00.000000000
112,Bolivia,7,1,0,1 days 12:37:00.000000000
113,Trinidad and Tobago,10,1,0,1 days 12:37:00.000000000
114,DRC,14,3,0,1 days 12:37:00.000000000
115,Gibraltar,10,0,0,1 days 12:37:00.000000000
116,Mayotte,13,0,0,1 days 12:37:00.000000000
117,Rwanda,6,0,0,1 days 12:37:00.000000000
118,Liechtenstein,0,0,0,1 days 12:37:00.000000000
119,Paraguay,0,0,0,1 days 12:37:00.000000000
120,Aruba,17,0,0,1 days 12:37:00.000000000
121,Bangladesh,0,0,0,1 days 12:37:00.000000000
122,Monaco,1,1,0,1 days 12:37:00.000000000
123,Kenya,11,0,0,1 days 12:37:00.000000000
124,Isle of Man,13,0,0,1 days 12:37:00.000000000
125,Madagascar,13,0,0,1 days 12:37:00.000000000
126,Macao,3,0,0,1 days 12:37:00.000000000
127,Guatemala,2,0,6,1 days 12:37:00.000000000
128,Uganda,10,0,0,1 days 12:37:00.000000000
129,Jamaica,2,0,0,1 days 12:37:00.000000000
130,French Polynesia,0,0,0,1 days 12:37:00.000000000
131,Zambia,7,0,0,1 days 12:37:00.000000000
132,French Guiana,0,0,0,1 days 12:37:00.000000000
133,Barbados,0,0,0,1 days 12:37:00.000000000
134,Togo,0,0,0,1 days 12:37:00.000000000
135,El Salvador,5,0,0,1 days 12:37:00.000000000
136,Bermuda,5,0,0,1 days 12:37:00.000000000
137,Congo,15,0,0,1 days 12:37:00.000000000
138,Ethiopia,3,0,1,1 days 12:37:00.000000000
139,Djibouti,6,0,0,1 days 12:37:00.000000000
140,Mali,7,1,0,1 days 12:37:00.000000000
141,Niger,8,0,0,1 days 12:37:00.000000000
142,Maldives,1,0,4,1 days 12:37:00.000000000
143,Guinea,8,0,0,1 days 12:37:00.000000000
144,Haiti,7,0,1,1 days 12:37:00.000000000
145,New Caledonia,0,0,0,1 days 12:37:00.000000000
146,Tanzania,1,0,0,1 days 12:37:00.000000000
147,Equatorial Guinea,0,0,0,1 days 12:37:00.000000000
148,Eritrea,6,0,0,1 days 12:37:00.000000000
149,Mongolia,0,0,0,1 days 12:37:00.000000000
150,Saint Martin,0,0,0,1 days 12:37:00.000000000
151,Dominica,0,0,0,1 days 12:37:00.000000000
152,Namibia,3,0,0,1 days 12:37:00.000000000
153,Bahamas,1,0,0,1 days 12:37:00.000000000
154,Myanmar,2,0,0,1 days 12:37:00.000000000
155,Greenland,0,0,0,1 days 12:37:00.000000000
156,Grenada,2,0,0,1 days 12:37:00.000000000
157,Eswatini,0,0,0,1 days 12:37:00.000000000
158,Syria,4,1,0,1 days 12:37:00.000000000
159,Cayman Islands,0,0,0,1 days 12:37:00.000000000
160,Guyana,3,0,0,1 days 12:37:00.000000000
161,Laos,2,0,0,1 days 12:37:00.000000000
162,Libya,7,0,0,1 days 12:37:00.000000000
163,Mozambique,1,0,0,1 days 12:37:00.000000000
164,Seychelles,1,0,0,1 days 12:37:00.000000000
165,Suriname,0,0,0,1 days 12:37:00.000000000
166,Antigua and Barbuda,0,0,0,1 days 12:37:00.000000000
167,Angola,3,2,0,1 days 12:37:00.000000000
168,Zimbabwe,2,0,0,1 days 12:37:00.000000000
169,Gabon,0,0,0,1 days 12:37:00.000000000
170,Cabo Verde,1,0,0,1 days 12:37:00.000000000
171,Sudan,1,0,0,1 days 12:37:00.000000000
172,Benin,0,0,0,1 days 12:37:00.000000000
173,Vatican City,2,0,0,1 days 12:37:00.000000000
174,Sint Maarten,3,0,0,1 days 12:37:00.000000000
175,Montserrat,0,0,0,1 days 12:37:00.000000000
176,St. Barth,0,0,0,1 days 12:37:00.000000000
177,Fiji,0,0,0,1 days 12:37:00.000000000
178,Mauritania,0,0,0,1 days 12:37:00.000000000
179,Nepal,1,0,0,1 days 12:37:00.000000000
180,Nicaragua,0,0,0,1 days 12:37:00.000000000
181,Saint Lucia,1,0,0,1 days 12:37:00.000000000
182,Turks and Caicos,2,0,0,1 days 12:37:00.000000000
183,Gambia,1,0,0,1 days 12:37:00.000000000
184,Bhutan,1,0,0,1 days 12:37:00.000000000
185,CAR,0,0,0,1 days 12:37:00.000000000
186,Chad,0,0,0,1 days 12:37:00.000000000
187,Liberia,0,0,0,1 days 12:37:00.000000000
188,Somalia,0,0,0,1 days 12:37:00.000000000
189,Guinea-Bissau,0,0,0,1 days 12:37:00.000000000
190,Saint Kitts and Nevis,0,0,0,1 days 12:37:00.000000000
191,Anguilla,0,0,0,1 days 12:37:00.000000000
192,British Virgin Islands,0,0,0,1 days 12:37:00.000000000
193,Belize,0,0,0,1 days 12:37:00.000000000
194,MS Zaandam,0,0,0,1 days 12:37:00.000000000
195,Papua New Guinea,0,0,0,1 days 12:37:00.000000000
196,St. Vincent Grenadines,0,0,1,1 days 12:37:00.000000000
197,Timor-Leste,0,0,0,1 days 12:37:00.000000000
