,Country/Region,Confirmed_diff,Deaths_diff,Recovered_diff,date_diff
80,Uruguay,12,2,21,0 days 23:32:00.000000000
132,Barbados,11,0,0,0 days 23:32:00.000000000
103,Mauritius,11,1,0,0 days 23:32:00.000000000
100,Ivory Coast,11,0,2,0 days 23:32:00.000000000
82,Taiwan,10,0,5,0 days 23:32:00.000000000
99,Uzbekistan,9,0,13,0 days 23:32:00.000000000
136,El Salvador,9,1,0,0 days 23:32:00.000000000
95,Ghana,9,0,0,0 days 23:32:00.000000000
93,Vietnam,9,0,12,0 days 23:32:00.000000000
131,Guatemala,8,0,0,0 days 23:32:00.000000000
96,Malta,8,0,0,0 days 23:32:00.000000000
122,Paraguay,8,0,1,0 days 23:32:00.000000000
112,Bolivia,8,1,0,0 days 23:32:00.000000000
145,Cayman Islands,8,0,0,0 days 23:32:00.000000000
120,Gibraltar,7,0,12,0 days 23:32:00.000000000
137,Djibouti,7,0,0,0 days 23:32:00.000000000
123,Liechtenstein,7,0,0,0 days 23:32:00.000000000
144,Eritrea,7,0,0,0 days 23:32:00.000000000
108,Martinique,7,0,0,0 days 23:32:00.000000000
147,Saint Martin,7,0,0,0 days 23:32:00.000000000
151,Guyana,7,2,0,0 days 23:32:00.000000000
174,MS Zaandam,7,2,0,0 days 23:32:00.000000000
134,Jamaica,6,1,0,0 days 23:32:00.000000000
157,Syria,6,0,0,0 days 23:32:00.000000000
148,Bahamas,6,1,0,0 days 23:32:00.000000000
86,Burkina Faso,6,0,4,0 days 23:32:00.000000000
125,Monaco,5,0,0,0 days 23:32:00.000000000
126,Aruba,5,0,0,0 days 23:32:00.000000000
115,Kyrgyzstan,5,0,2,0 days 23:32:00.000000000
141,Mali,5,0,0,0 days 23:32:00.000000000
97,Senegal,5,0,10,0 days 23:32:00.000000000
105,Sri Lanka,5,2,0,0 days 23:32:00.000000000
149,Myanmar,5,0,0,0 days 23:32:00.000000000
162,Benin,4,0,0,0 days 23:32:00.000000000
101,Faeroe Islands,4,0,6,0 days 23:32:00.000000000
138,Togo,3,0,7,0 days 23:32:00.000000000
139,Zambia,3,1,0,0 days 23:32:00.000000000
146,Congo,3,2,2,0 days 23:32:00.000000000
121,Rwanda,2,0,0,0 days 23:32:00.000000000
181,Fiji,2,0,0,0 days 23:32:00.000000000
154,New Caledonia,2,0,1,0 days 23:32:00.000000000
128,Bangladesh,2,0,0,0 days 23:32:00.000000000
127,Madagascar,2,0,0,0 days 23:32:00.000000000
110,Brunei,2,0,4,0 days 23:32:00.000000000
166,Grenada,1,0,0,0 days 23:32:00.000000000
187,Nepal,1,0,0,0 days 23:32:00.000000000
173,Guinea-Bissau,1,0,0,0 days 23:32:00.000000000
176,Sudan,1,0,0,0 days 23:32:00.000000000
189,Bhutan,1,0,1,0 days 23:32:00.000000000
175,Angola,1,0,0,0 days 23:32:00.000000000
107,Venezuela,1,0,2,0 days 23:32:00.000000000
196,Burundi,1,0,0,0 days 23:32:00.000000000
198,Anguilla,1,0,0,0 days 23:32:00.000000000
117,Cambodia,1,0,9,0 days 23:32:00.000000000
202,Sierra Leone,1,0,0,0 days 23:32:00.000000000
119,Trinidad and Tobago,1,0,0,0 days 23:32:00.000000000
201,St. Vincent Grenadines,1,0,0,0 days 23:32:00.000000000
184,St. Barth,0,0,0,0 days 23:32:00.000000000
177,Zimbabwe,0,0,0,0 days 23:32:00.000000000
203,Papua New Guinea,0,0,0,0 days 23:32:00.000000000
178,Saint Kitts and Nevis,0,0,0,0 days 23:32:00.000000000
179,Antigua and Barbuda,0,0,0,0 days 23:32:00.000000000
180,Chad,0,0,0,0 days 23:32:00.000000000
182,Liberia,0,0,0,0 days 23:32:00.000000000
183,Turks and Caicos,0,0,0,0 days 23:32:00.000000000
200,Caribbean Netherlands,0,0,0,0 days 23:32:00.000000000
185,Mauritania,0,0,0,0 days 23:32:00.000000000
195,CAR,0,0,0,0 days 23:32:00.000000000
186,Vatican City,0,0,0,0 days 23:32:00.000000000
199,British Virgin Islands,0,0,0,0 days 23:32:00.000000000
188,Cabo Verde,0,0,0,0 days 23:32:00.000000000
190,Montserrat,0,0,0,0 days 23:32:00.000000000
191,Somalia,0,0,0,0 days 23:32:00.000000000
197,Belize,0,0,0,0 days 23:32:00.000000000
192,Nicaragua,0,0,0,0 days 23:32:00.000000000
193,Botswana,0,0,0,0 days 23:32:00.000000000
194,Gambia,0,0,2,0 days 23:32:00.000000000
165,Greenland,0,0,0,0 days 23:32:00.000000000
90,San Marino,0,2,0,0 days 23:32:00.000000000
172,Eswatini,0,0,0,0 days 23:32:00.000000000
130,French Guiana,0,0,0,0 days 23:32:00.000000000
133,Uganda,0,0,0,0 days 23:32:00.000000000
55,Qatar,0,0,0,0 days 23:32:00.000000000
135,Macao,0,0,0,0 days 23:32:00.000000000
61,Diamond Princess,0,0,16,0 days 23:32:00.000000000
140,French Polynesia,0,0,0,0 days 23:32:00.000000000
142,Bermuda,0,0,0,0 days 23:32:00.000000000
143,Ethiopia,0,0,1,0 days 23:32:00.000000000
150,Tanzania,0,0,1,0 days 23:32:00.000000000
152,Maldives,0,0,0,0 days 23:32:00.000000000
153,Gabon,0,0,0,0 days 23:32:00.000000000
155,Haiti,0,0,0,0 days 23:32:00.000000000
156,Sint Maarten,0,0,0,0 days 23:32:00.000000000
158,Equatorial Guinea,0,0,0,0 days 23:32:00.000000000
159,Namibia,0,0,0,0 days 23:32:00.000000000
160,Mongolia,0,0,0,0 days 23:32:00.000000000
161,Saint Lucia,0,0,0,0 days 23:32:00.000000000
163,Dominica,0,0,0,0 days 23:32:00.000000000
164,Curacao,0,0,0,0 days 23:32:00.000000000
167,Laos,0,0,0,0 days 23:32:00.000000000
168,Libya,0,0,-1,0 days 23:32:00.000000000
169,Mozambique,0,0,0,0 days 23:32:00.000000000
170,Seychelles,0,0,0,0 days 23:32:00.000000000
171,Suriname,0,0,0,0 days 23:32:00.000000000
204,Timor-Leste,0,0,0,0 days 23:32:00.000000000
4,China,-1102,-3,-30,0 days 23:32:00.000000000
