,Country/Region,Confirmed_diff,Deaths_diff,Recovered_diff,date_diff
60,Morocco,103,19,8,0 days 22:10:00.000000000
38,Thailand,102,3,0,0 days 22:10:00.000000000
49,Argentina,98,2,13,0 days 22:10:00.000000000
58,New Zealand,89,0,29,0 days 22:10:00.000000000
57,Egypt,85,5,25,0 days 22:10:00.000000000
17,South Korea,81,6,138,0 days 22:10:00.000000000
46,South Africa,80,0,0,0 days 22:10:00.000000000
73,Kuwait,77,0,6,0 days 22:10:00.000000000
74,North Macedonia,72,1,3,0 days 22:10:00.000000000
48,Iceland,69,0,32,0 days 22:10:00.000000000
70,Azerbaijan,63,0,0,0 days 22:10:00.000000000
45,Greece,62,5,0,0 days 22:10:00.000000000
56,Estonia,58,2,3,0 days 22:10:00.000000000
55,Croatia,56,3,6,0 days 22:10:00.000000000
66,Hungary,55,2,8,0 days 22:10:00.000000000
64,Armenia,52,0,14,0 days 22:10:00.000000000
120,Guinea,48,0,3,0 days 22:10:00.000000000
75,Cameroon,46,1,0,0 days 22:10:00.000000000
39,Finland,45,3,0,0 days 22:10:00.000000000
71,Kazakhstan,44,1,0,0 days 22:10:00.000000000
65,Lithuania,40,2,0,0 days 22:10:00.000000000
88,Afghanistan,38,0,5,0 days 22:10:00.000000000
69,Bosnia and Herzegovina,37,2,2,0 days 22:10:00.000000000
80,Andorra,35,1,5,0 days 22:10:00.000000000
92,Uzbekistan,32,0,5,0 days 22:10:00.000000000
99,Mauritius,31,0,7,0 days 22:10:00.000000000
96,Channel Islands,30,0,0,0 days 22:10:00.000000000
61,Hong Kong,28,0,33,0 days 22:10:00.000000000
78,Bulgaria,28,3,3,0 days 22:10:00.000000000
86,Albania,28,2,5,0 days 22:10:00.000000000
97,Ivory Coast,27,0,6,0 days 22:10:00.000000000
114,Niger,24,3,0,0 days 22:10:00.000000000
77,Latvia,24,0,0,0 days 22:10:00.000000000
138,Congo,23,3,0,0 days 22:10:00.000000000
91,Oman,21,1,0,0 days 22:10:00.000000000
59,Slovenia,20,6,0,0 days 22:10:00.000000000
82,Cyprus,20,-2,0,0 days 22:10:00.000000000
83,Costa Rica,19,0,2,0 days 22:10:00.000000000
109,Bolivia,18,0,1,0 days 22:10:00.000000000
126,Bangladesh,18,1,3,0 days 22:10:00.000000000
115,Kenya,16,0,0,0 days 22:10:00.000000000
95,San Marino,15,0,9,0 days 22:10:00.000000000
84,Uruguay,14,1,7,0 days 22:10:00.000000000
81,Slovakia,14,0,0,0 days 22:10:00.000000000
102,Nigeria,14,1,2,0 days 22:10:00.000000000
100,Malta,14,0,0,0 days 22:10:00.000000000
125,Rwanda,13,0,4,0 days 22:10:00.000000000
89,Jordan,13,0,16,0 days 22:10:00.000000000
108,Georgia,11,1,5,0 days 22:10:00.000000000
87,Reunion,10,0,0,0 days 22:10:00.000000000
101,Palestine,10,0,2,0 days 22:10:00.000000000
68,Bahrain,10,0,4,0 days 22:10:00.000000000
134,Djibouti,9,0,1,0 days 22:10:00.000000000
104,Ghana,9,0,0,0 days 22:10:00.000000000
85,Taiwan,8,0,4,0 days 22:10:00.000000000
107,Sri Lanka,8,0,2,0 days 22:10:00.000000000
123,Paraguay,8,0,0,0 days 22:10:00.000000000
79,Lebanon,7,1,0,0 days 22:10:00.000000000
148,Eritrea,7,0,0,0 days 22:10:00.000000000
111,DRC,6,2,0,0 days 22:10:00.000000000
131,El Salvador,6,0,2,0 days 22:10:00.000000000
146,Cayman Islands,6,0,0,0 days 22:10:00.000000000
141,Ethiopia,5,1,0,0 days 22:10:00.000000000
147,Saint Martin,5,0,2,0 days 22:10:00.000000000
124,Gibraltar,5,0,0,0 days 22:10:00.000000000
94,Honduras,4,7,3,0 days 22:10:00.000000000
133,French Guiana,4,0,0,0 days 22:10:00.000000000
132,Guatemala,4,0,0,0 days 22:10:00.000000000
149,Bahamas,4,1,0,0 days 22:10:00.000000000
117,Guadeloupe,4,0,0,0 days 22:10:00.000000000
140,Togo,3,0,3,0 days 22:10:00.000000000
112,Kyrgyzstan,3,0,0,0 days 22:10:00.000000000
159,Guinea-Bissau,3,0,0,0 days 22:10:00.000000000
103,Senegal,3,0,10,0 days 22:10:00.000000000
156,Syria,3,0,0,0 days 22:10:00.000000000
122,Trinidad and Tobago,3,1,0,0 days 22:10:00.000000000
168,Liberia,3,2,3,0 days 22:10:00.000000000
135,Jamaica,2,0,0,0 days 22:10:00.000000000
145,Bermuda,2,0,0,0 days 22:10:00.000000000
192,Sierra Leone,2,0,0,0 days 22:10:00.000000000
178,Angola,2,0,1,0 days 22:10:00.000000000
129,Monaco,2,0,0,0 days 22:10:00.000000000
128,Madagascar,2,0,2,0 days 22:10:00.000000000
105,Montenegro,2,0,0,0 days 22:10:00.000000000
110,Venezuela,2,0,0,0 days 22:10:00.000000000
169,Sudan,2,0,0,0 days 22:10:00.000000000
150,Sint Maarten,2,0,0,0 days 22:10:00.000000000
162,Namibia,2,0,0,0 days 22:10:00.000000000
113,Martinique,2,0,0,0 days 22:10:00.000000000
174,Laos,1,0,0,0 days 22:10:00.000000000
154,Haiti,1,0,0,0 days 22:10:00.000000000
158,Libya,1,0,0,0 days 22:10:00.000000000
176,Saint Kitts and Nevis,1,0,0,0 days 22:10:00.000000000
139,Macao,1,0,0,0 days 22:10:00.000000000
167,Saint Lucia,1,0,0,0 days 22:10:00.000000000
143,French Polynesia,1,0,0,0 days 22:10:00.000000000
196,Belize,1,0,0,0 days 22:10:00.000000000
173,Greenland,1,0,0,0 days 22:10:00.000000000
151,Guyana,1,0,0,0 days 22:10:00.000000000
98,Vietnam,1,0,0,0 days 22:10:00.000000000
136,Barbados,1,0,0,0 days 22:10:00.000000000
119,Isle of Man,1,0,0,0 days 22:10:00.000000000
184,Eswatini,0,0,0,0 days 22:10:00.000000000
190,Montserrat,0,0,0,0 days 22:10:00.000000000
189,Vatican City,0,0,0,0 days 22:10:00.000000000
188,Cabo Verde,0,0,0,0 days 22:10:00.000000000
187,St. Vincent Grenadines,0,0,0,0 days 22:10:00.000000000
186,Somalia,0,0,0,0 days 22:10:00.000000000
185,CAR,0,0,0,0 days 22:10:00.000000000
3,Italy,0,0,0,0 days 22:10:00.000000000
191,Mauritania,0,0,0,0 days 22:10:00.000000000
182,Nepal,0,0,0,0 days 22:10:00.000000000
181,Zimbabwe,0,0,0,0 days 22:10:00.000000000
180,MS Zaandam,0,0,0,0 days 22:10:00.000000000
179,Suriname,0,0,0,0 days 22:10:00.000000000
76,Tunisia,0,0,0,0 days 22:10:00.000000000
177,Mozambique,0,0,0,0 days 22:10:00.000000000
183,Chad,0,0,0,0 days 22:10:00.000000000
193,St. Barth,0,0,0,0 days 22:10:00.000000000
175,Seychelles,0,0,0,0 days 22:10:00.000000000
194,Nicaragua,0,0,0,0 days 22:10:00.000000000
195,Turks and Caicos,0,1,0,0 days 22:10:00.000000000
90,Burkina Faso,0,0,0,0 days 22:10:00.000000000
197,Bhutan,0,0,0,0 days 22:10:00.000000000
198,Gambia,0,0,0,0 days 22:10:00.000000000
199,Botswana,0,0,0,0 days 22:10:00.000000000
200,Malawi,0,0,0,0 days 22:10:00.000000000
201,Anguilla,0,0,0,0 days 22:10:00.000000000
202,British Virgin Islands,0,0,0,0 days 22:10:00.000000000
203,Burundi,0,0,0,0 days 22:10:00.000000000
204,Caribbean Netherlands,0,0,0,0 days 22:10:00.000000000
205,Falkland Islands,0,0,0,0 days 22:10:00.000000000
206,Papua New Guinea,0,0,0,0 days 22:10:00.000000000
67,Diamond Princess,0,0,0,0 days 22:10:00.000000000
62,Iraq,0,0,0,0 days 22:10:00.000000000
137,Uganda,0,0,0,0 days 22:10:00.000000000
106,Faeroe Islands,0,0,6,0 days 22:10:00.000000000
142,Mali,0,0,0,0 days 22:10:00.000000000
144,Zambia,0,0,1,0 days 22:10:00.000000000
9,Turkey,0,0,0,0 days 22:10:00.000000000
130,Aruba,0,0,0,0 days 22:10:00.000000000
127,Liechtenstein,0,1,0,0 days 22:10:00.000000000
23,Ireland,0,0,0,0 days 22:10:00.000000000
26,Chile,0,0,0,0 days 22:10:00.000000000
121,Cambodia,0,0,0,0 days 22:10:00.000000000
93,Cuba,0,0,0,0 days 22:10:00.000000000
152,Gabon,0,0,0,0 days 22:10:00.000000000
153,Myanmar,0,0,0,0 days 22:10:00.000000000
31,Ecuador,0,0,35,0 days 22:10:00.000000000
155,Tanzania,0,0,0,0 days 22:10:00.000000000
157,Maldives,0,0,0,0 days 22:10:00.000000000
118,Mayotte,0,0,0,0 days 22:10:00.000000000
116,Brunei,0,0,7,0 days 22:10:00.000000000
161,Benin,0,0,0,0 days 22:10:00.000000000
35,Luxembourg,0,0,0,0 days 22:10:00.000000000
163,Equatorial Guinea,0,0,0,0 days 22:10:00.000000000
164,Antigua and Barbuda,0,0,0,0 days 22:10:00.000000000
165,Mongolia,0,0,0,0 days 22:10:00.000000000
166,Dominica,0,0,0,0 days 22:10:00.000000000
47,United Arab Emirates,0,0,0,0 days 22:10:00.000000000
51,Qatar,0,0,0,0 days 22:10:00.000000000
53,Algeria,0,0,0,0 days 22:10:00.000000000
170,Fiji,0,0,0,0 days 22:10:00.000000000
171,Grenada,0,0,0,0 days 22:10:00.000000000
172,Curacao,0,0,2,0 days 22:10:00.000000000
207,Timor-Leste,0,0,0,0 days 22:10:00.000000000
160,New Caledonia,-1,0,0,0 days 22:10:00.000000000
