,Country/Region,Confirmed_diff,Deaths_diff,Recovered_diff,date_diff
80,Belarus,89,1,0,1 days 05:55:00.000000000
37,Thailand,89,1,93,1 days 05:55:00.000000000
48,Argentina,88,5,10,1 days 05:55:00.000000000
58,New Zealand,82,0,24,1 days 05:55:00.000000000
71,Azerbaijan,78,0,0,1 days 05:55:00.000000000
55,Estonia,78,1,11,1 days 05:55:00.000000000
30,Philippines,76,8,5,1 days 05:55:00.000000000
62,Lithuania,75,1,0,1 days 05:55:00.000000000
52,Singapore,75,1,31,1 days 05:55:00.000000000
68,Bosnia and Herzegovina,74,3,1,1 days 05:55:00.000000000
70,Kazakhstan,72,2,7,1 days 05:55:00.000000000
81,Cyprus,70,1,5,1 days 05:55:00.000000000
77,Kuwait,62,1,11,1 days 05:55:00.000000000
90,Cuba,55,0,2,1 days 05:55:00.000000000
67,Hungary,55,6,15,1 days 05:55:00.000000000
99,Palestine,45,0,3,1 days 05:55:00.000000000
92,Uzbekistan,45,0,0,1 days 05:55:00.000000000
57,Slovenia,43,2,9,1 days 05:55:00.000000000
45,South Africa,43,4,0,1 days 05:55:00.000000000
93,Honduras,42,0,0,1 days 05:55:00.000000000
103,Montenegro,41,0,1,1 days 05:55:00.000000000
96,Channel Islands,39,2,13,1 days 05:55:00.000000000
79,Andorra,38,2,11,1 days 05:55:00.000000000
63,Armenia,34,0,0,1 days 05:55:00.000000000
87,Burkina Faso,30,0,16,1 days 05:55:00.000000000
86,Albania,29,2,10,1 days 05:55:00.000000000
104,Mauritius,27,0,0,1 days 05:55:00.000000000
75,Bulgaria,26,5,4,1 days 05:55:00.000000000
85,Reunion,26,0,0,1 days 05:55:00.000000000
89,Afghanistan,26,1,0,1 days 05:55:00.000000000
91,Oman,25,0,4,1 days 05:55:00.000000000
98,Ivory Coast,24,0,4,1 days 05:55:00.000000000
118,Niger,22,0,0,1 days 05:55:00.000000000
78,Slovakia,21,0,2,1 days 05:55:00.000000000
125,Guinea,21,0,2,1 days 05:55:00.000000000
101,Nigeria,20,2,5,1 days 05:55:00.000000000
82,Costa Rica,20,0,5,1 days 05:55:00.000000000
114,Mayotte,18,1,4,1 days 05:55:00.000000000
83,Uruguay,17,0,18,1 days 05:55:00.000000000
60,Hong Kong,17,0,0,1 days 05:55:00.000000000
74,Latvia,16,0,-30,1 days 05:55:00.000000000
116,Kenya,16,1,0,1 days 05:55:00.000000000
66,Bahrain,16,0,41,1 days 05:55:00.000000000
106,Sri Lanka,15,1,5,1 days 05:55:00.000000000
109,DRC,14,3,0,1 days 05:55:00.000000000
110,Kyrgyzstan,14,0,4,1 days 05:55:00.000000000
97,Senegal,12,1,6,1 days 05:55:00.000000000
117,Isle of Man,12,0,0,1 days 05:55:00.000000000
72,Lebanon,12,0,8,1 days 05:55:00.000000000
127,Madagascar,11,0,0,1 days 05:55:00.000000000
107,Georgia,11,1,4,1 days 05:55:00.000000000
88,Jordan,11,0,13,1 days 05:55:00.000000000
100,Malta,11,0,0,1 days 05:55:00.000000000
130,Guatemala,10,1,3,1 days 05:55:00.000000000
121,Gibraltar,10,0,6,1 days 05:55:00.000000000
132,El Salvador,10,1,0,1 days 05:55:00.000000000
135,Djibouti,10,0,8,1 days 05:55:00.000000000
126,Bangladesh,9,2,4,1 days 05:55:00.000000000
112,Bolivia,7,1,0,1 days 05:55:00.000000000
95,Vietnam,7,0,5,1 days 05:55:00.000000000
84,Taiwan,7,0,0,1 days 05:55:00.000000000
108,Venezuela,7,2,9,1 days 05:55:00.000000000
94,San Marino,6,2,5,1 days 05:55:00.000000000
162,Antigua and Barbuda,6,0,0,1 days 05:55:00.000000000
133,Jamaica,6,0,5,1 days 05:55:00.000000000
157,Libya,6,0,0,1 days 05:55:00.000000000
131,French Guiana,6,0,7,1 days 05:55:00.000000000
161,Guinea-Bissau,6,0,0,1 days 05:55:00.000000000
134,Barbados,5,0,0,1 days 05:55:00.000000000
139,Mali,5,0,1,1 days 05:55:00.000000000
111,Martinique,5,0,0,1 days 05:55:00.000000000
167,Fiji,5,0,0,1 days 05:55:00.000000000
123,Rwanda,5,0,0,1 days 05:55:00.000000000
188,St. Vincent Grenadines,5,0,0,1 days 05:55:00.000000000
129,Aruba,4,0,0,1 days 05:55:00.000000000
122,Paraguay,4,0,8,1 days 05:55:00.000000000
120,Trinidad and Tobago,4,0,0,1 days 05:55:00.000000000
174,Liberia,4,1,0,1 days 05:55:00.000000000
128,Monaco,4,0,1,1 days 05:55:00.000000000
148,Guyana,4,0,0,1 days 05:55:00.000000000
179,Nepal,3,0,0,1 days 05:55:00.000000000
158,Benin,3,0,1,1 days 05:55:00.000000000
142,Ethiopia,3,0,1,1 days 05:55:00.000000000
136,Uganda,3,0,0,1 days 05:55:00.000000000
185,Somalia,2,0,0,1 days 05:55:00.000000000
164,Dominica,2,0,0,1 days 05:55:00.000000000
175,Sudan,2,0,0,1 days 05:55:00.000000000
168,Grenada,2,0,0,1 days 05:55:00.000000000
195,Sierra Leone,2,0,0,1 days 05:55:00.000000000
154,Haiti,2,0,0,1 days 05:55:00.000000000
141,French Polynesia,2,0,0,1 days 05:55:00.000000000
105,Faeroe Islands,2,0,2,1 days 05:55:00.000000000
115,Guadeloupe,2,1,0,1 days 05:55:00.000000000
145,Saint Martin,2,1,3,1 days 05:55:00.000000000
124,Liechtenstein,2,0,0,1 days 05:55:00.000000000
138,Togo,2,1,0,1 days 05:55:00.000000000
137,Macao,1,0,0,1 days 05:55:00.000000000
197,Belize,1,0,0,1 days 05:55:00.000000000
113,Brunei,1,0,1,1 days 05:55:00.000000000
187,Cabo Verde,1,0,0,1 days 05:55:00.000000000
102,Ghana,1,0,0,1 days 05:55:00.000000000
190,Montserrat,1,0,0,1 days 05:55:00.000000000
196,Malawi,1,0,0,1 days 05:55:00.000000000
180,Chad,1,0,0,1 days 05:55:00.000000000
159,Equatorial Guinea,1,0,0,1 days 05:55:00.000000000
144,Cayman Islands,1,0,1,1 days 05:55:00.000000000
152,Myanmar,1,0,0,1 days 05:55:00.000000000
189,Mauritania,0,0,0,1 days 05:55:00.000000000
204,Papua New Guinea,0,0,0,1 days 05:55:00.000000000
183,Angola,0,0,0,1 days 05:55:00.000000000
184,CAR,0,0,0,1 days 05:55:00.000000000
186,Vatican City,0,0,0,1 days 05:55:00.000000000
203,Caribbean Netherlands,0,0,0,1 days 05:55:00.000000000
202,Burundi,0,0,0,1 days 05:55:00.000000000
201,British Virgin Islands,0,0,0,1 days 05:55:00.000000000
200,Anguilla,0,0,0,1 days 05:55:00.000000000
198,Botswana,0,0,0,1 days 05:55:00.000000000
191,St. Barth,0,0,0,1 days 05:55:00.000000000
192,Nicaragua,0,0,0,1 days 05:55:00.000000000
199,Gambia,0,0,0,1 days 05:55:00.000000000
193,Bhutan,0,0,0,1 days 05:55:00.000000000
194,Turks and Caicos,0,0,0,1 days 05:55:00.000000000
182,Eswatini,0,0,0,1 days 05:55:00.000000000
65,Diamond Princess,0,0,0,1 days 05:55:00.000000000
147,Sint Maarten,0,2,0,1 days 05:55:00.000000000
176,Greenland,0,0,0,1 days 05:55:00.000000000
181,Saint Kitts and Nevis,0,0,0,1 days 05:55:00.000000000
178,Zimbabwe,0,0,0,1 days 05:55:00.000000000
149,Congo,0,0,0,1 days 05:55:00.000000000
150,Eritrea,0,0,0,1 days 05:55:00.000000000
151,Gabon,0,0,0,1 days 05:55:00.000000000
153,Tanzania,0,0,0,1 days 05:55:00.000000000
155,Maldives,0,0,0,1 days 05:55:00.000000000
156,New Caledonia,0,0,0,1 days 05:55:00.000000000
143,Bermuda,0,0,3,1 days 05:55:00.000000000
160,Syria,0,0,2,1 days 05:55:00.000000000
140,Zambia,0,0,2,1 days 05:55:00.000000000
163,Mongolia,0,0,0,1 days 05:55:00.000000000
165,Namibia,0,0,0,1 days 05:55:00.000000000
166,Saint Lucia,0,0,0,1 days 05:55:00.000000000
119,Cambodia,0,0,15,1 days 05:55:00.000000000
169,Curacao,0,0,0,1 days 05:55:00.000000000
170,Seychelles,0,0,0,1 days 05:55:00.000000000
171,Mozambique,0,0,1,1 days 05:55:00.000000000
172,Laos,0,0,0,1 days 05:55:00.000000000
173,Suriname,0,1,0,1 days 05:55:00.000000000
146,Bahamas,0,2,-1,1 days 05:55:00.000000000
177,MS Zaandam,0,0,0,1 days 05:55:00.000000000
205,Timor-Leste,0,0,0,1 days 05:55:00.000000000
5,China,-1218,-5,-55,1 days 05:55:00.000000000
