Last Update,Country/Region,Province/State,Confirmed,Deaths,Recovered
04/03/2020 11:34,Nigeria,,190,2,20
04/03/2020 11:34,Faeroe Islands,,179,0,91
04/03/2020 11:34,Palestine,,171,1,18
04/03/2020 11:34,Mauritius,,169,7,0
04/03/2020 11:34,Montenegro,,160,2,0
04/03/2020 11:34,Sri Lanka,,151,4,22
04/03/2020 11:34,Georgia,,148,0,27
04/03/2020 11:34,Venezuela,,146,5,43
04/03/2020 11:34,Martinique,,138,3,27
04/03/2020 11:34,DRC,,134,13,3
04/03/2020 11:34,Brunei,,133,1,56
04/03/2020 11:34,Bolivia,,132,9,1
04/03/2020 11:34,Kyrgyzstan,,130,1,5
04/03/2020 11:34,Guadeloupe,,128,6,24
04/03/2020 11:34,Mayotte,,116,1,10
04/03/2020 11:34,Isle of Man,,114,1,0
04/03/2020 11:34,Cambodia,,114,0,35
04/03/2020 11:34,Kenya,,110,3,4
04/03/2020 11:34,Niger,,98,5,0
04/03/2020 11:34,Trinidad and Tobago,,97,6,1
04/03/2020 11:34,Paraguay,,92,3,4
04/03/2020 11:34,Gibraltar,,88,0,46
04/03/2020 11:34,Rwanda,,84,0,0
04/03/2020 11:34,Liechtenstein,,75,0,0
04/03/2020 11:34,Bangladesh,,61,6,26
04/03/2020 11:34,Monaco,,60,1,2
04/03/2020 11:34,Aruba,,60,0,1
04/03/2020 11:34,Madagascar,,59,0,0
04/03/2020 11:34,Guinea,,52,0,0
04/03/2020 11:34,French Guiana,,51,0,15
04/03/2020 11:34,Jamaica,,47,3,2
04/03/2020 11:34,Guatemala,,47,1,12
04/03/2020 11:34,Barbados,,46,0,0
04/03/2020 11:34,El Salvador,,46,2,0
04/03/2020 11:34,Uganda,,45,0,0
04/03/2020 11:34,Macau,Macau,41,0,10
04/03/2020 11:34,Djibouti,,40,0,0
04/03/2020 11:34,Togo,,39,2,17
04/03/2020 11:34,Zambia,,39,1,0
04/03/2020 11:34,French Polynesia,,37,0,0
04/03/2020 11:34,Mali,,36,3,0
04/03/2020 11:34,Bermuda,,35,0,11
04/03/2020 11:34,Ethiopia,,35,0,3
04/03/2020 11:34,Cayman Islands,,28,1,0
04/03/2020 11:34,Bahamas,,24,1,1
04/03/2020 11:34,Congo,,22,2,2
04/03/2020 11:34,Saint Martin,,22,1,2
04/03/2020 11:34,Eritrea,,22,0,0
04/03/2020 11:34,Gabon,,21,1,1
04/03/2020 11:34,Myanmar,,20,1,0
04/03/2020 11:34,Tanzania,,20,1,2
04/03/2020 11:34,Guyana,,19,4,0
04/03/2020 11:34,Maldives,,19,0,13
04/03/2020 11:34,New Caledonia,,18,0,1
04/03/2020 11:34,Haiti,,18,0,1
04/03/2020 11:34,Sint Maarten,,18,1,6
04/03/2020 11:34,Syria,,16,2,0
04/03/2020 11:34,Equatorial Guinea,,15,0,1
04/03/2020 11:34,Namibia,,14,0,3
04/03/2020 11:34,Mongolia,,14,0,2
04/03/2020 11:34,Saint Lucia,,13,0,1
04/03/2020 11:34,Benin,,13,0,1
04/03/2020 11:34,Dominica,,12,0,0
04/03/2020 11:34,Curacao,,11,1,3
04/03/2020 11:34,Libya,,11,1,0
04/03/2020 11:34,Seychelles,,10,0,0
04/03/2020 11:34,Suriname,,10,0,0
04/03/2020 11:34,Laos,,10,0,0
04/03/2020 11:34,Grenada,,10,0,0
04/03/2020 11:34,Greenland,,10,0,3
04/03/2020 11:34,Mozambique,,10,0,0
04/03/2020 11:34,MS Zaandam,,9,2,0
04/03/2020 11:34,Zimbabwe,,9,1,0
04/03/2020 11:34,Antigua and Barbuda,,9,0,0
04/03/2020 11:34,Guinea-Bissau,,9,0,0
04/03/2020 11:34,Saint Kitts and Nevis,,9,0,0
04/03/2020 11:34,Eswatini,,9,0,0
04/03/2020 11:34,CAR,,8,0,0
04/03/2020 11:34,Chad,,8,0,0
04/03/2020 11:34,Sudan,,8,2,2
04/03/2020 11:34,Angola,,8,2,1
04/03/2020 11:34,Nepal,,7,0,1
04/03/2020 11:34,Fiji,,7,0,0
04/03/2020 11:34,Vatican City,,7,0,0
04/03/2020 11:34,Cabo Verde,,6,1,0
04/03/2020 11:34,Mauritania,,6,1,2
04/03/2020 11:34,Liberia,,6,0,0
04/03/2020 11:34,St. Barth,,6,0,1
04/03/2020 11:34,Nicaragua,,5,1,0
04/03/2020 11:34,Bhutan,,5,0,2
04/03/2020 11:34,Montserrat,,5,0,0
04/03/2020 11:34,Somalia,,5,0,1
04/03/2020 11:34,Turks and Caicos,,5,0,0
04/03/2020 11:34,Botswana,,4,1,0
04/03/2020 11:34,Gambia,,4,1,2
04/03/2020 11:34,Belize,,3,0,0
04/03/2020 11:34,British Virgin Islands,,3,0,0
04/03/2020 11:34,Burundi,,3,0,0
04/03/2020 11:34,Malawi,,3,0,0
04/03/2020 11:34,Anguilla,,3,0,0
04/03/2020 11:34,Caribbean Netherlands,,2,0,0
04/03/2020 11:34,St. Vincent Grenadines,,2,0,1
04/03/2020 11:34,Sierra Leone,,2,0,0
04/03/2020 11:34,Papua New Guinea,,1,0,0
04/03/2020 11:34,Timor-Leste,,1,0,0
