Last Update,Country/Region,Province/State,Confirmed,Deaths,Recovered
04/04/2020 18:24,Peru,,1595,61,537
04/04/2020 18:24,United Arab Emirates,,1505,10,125
04/04/2020 18:24,South Africa,,1505,9,95
04/04/2020 18:24,Dominican Republic,,1488,68,16
04/04/2020 18:24,Iceland,,1417,4,396
04/04/2020 18:24,Argentina,,1353,42,266
04/04/2020 18:24,Qatar,,1325,3,109
04/04/2020 18:24,Colombia,,1267,25,55
04/04/2020 18:24,Algeria,,1251,130,90
04/04/2020 18:24,Singapore,,1189,6,297
04/04/2020 18:24,Croatia,,1126,12,119
04/04/2020 18:24,Ukraine,,1096,28,23
04/04/2020 18:24,Estonia,,1039,13,59
04/04/2020 18:24,Egypt,,985,66,216
04/04/2020 18:24,Slovenia,,977,22,79
04/04/2020 18:24,New Zealand,,950,1,127
04/04/2020 18:24,Iraq,,878,56,259
04/04/2020 18:24,Hong Kong,Hong Kong,862,4,173
04/04/2020 18:24,Morocco,,858,50,62
04/04/2020 18:24,Lithuania,,771,10,7
04/04/2020 18:24,Armenia,,770,7,43
04/04/2020 18:24,Moldova,,752,12,29
04/04/2020 18:24,Japan,Yokohama,712,11,619
04/04/2020 18:24,Bahrain,,688,4,423
04/04/2020 18:24,Hungary,,678,32,58
04/04/2020 18:24,Bosnia and Herzegovina,,617,19,28
04/04/2020 18:24,Tunisia,,553,19,5
04/04/2020 18:24,Kazakhstan,,525,5,36
04/04/2020 18:24,Azerbaijan,,521,5,32
04/04/2020 18:24,Lebanon,,520,17,54
04/04/2020 18:24,Cameroon,,509,8,17
04/04/2020 18:24,Latvia,,509,1,1
04/04/2020 18:24,Bulgaria,,503,17,34
04/04/2020 18:24,North Macedonia,,483,17,20
04/04/2020 18:24,Kuwait,,479,1,93
04/04/2020 18:24,Slovakia,,471,1,10
04/04/2020 18:24,Andorra,,466,17,21
04/04/2020 18:24,Belarus,,440,5,53
04/04/2020 18:24,Cyprus,,426,11,33
04/04/2020 18:24,Costa Rica,,416,2,11
04/04/2020 18:24,Uruguay,,386,4,86
04/04/2020 18:24,Taiwan,Taiwan,355,5,50
04/04/2020 18:24,Reunion,,334,0,40
04/04/2020 18:24,Albania,,333,18,99
04/04/2020 18:24,Burkina Faso,,318,16,66
04/04/2020 18:24,Jordan,,310,5,58
04/04/2020 18:24,Afghanistan,,299,7,10
04/04/2020 18:24,Cuba,,288,6,15
04/04/2020 18:24,Oman,,277,1,61
04/04/2020 18:24,Uzbekistan,,266,2,25
04/04/2020 18:24,Honduras,,264,15,3
04/04/2020 18:24,San Marino,,251,32,26
04/04/2020 18:24,Vietnam,,240,0,90
04/04/2020 18:24,Channel Islands,,232,5,13
04/04/2020 18:24,Senegal,,219,2,72
04/04/2020 18:24,Ivory Coast,,218,1,19
04/04/2020 18:24,Palestine,,216,1,21
04/04/2020 18:24,Malta,,213,0,2
04/04/2020 18:24,Nigeria,,210,4,25
04/04/2020 18:24,Ghana,,205,5,31
04/04/2020 18:24,Montenegro,,201,2,1
04/04/2020 18:24,Mauritius,,196,7,0
04/04/2020 18:24,Faeroe Islands,,181,0,93
04/04/2020 18:24,Sri Lanka,,166,5,27
04/04/2020 18:24,Georgia,,159,1,31
04/04/2020 18:24,Venezuela,,153,7,52
04/04/2020 18:24,DRC,,148,16,3
04/04/2020 18:24,Kyrgyzstan,,144,1,9
04/04/2020 18:24,Martinique,,143,3,27
04/04/2020 18:24,Bolivia,,139,10,1
04/04/2020 18:24,Brunei,,135,1,66
04/04/2020 18:24,Mayotte,,134,2,14
04/04/2020 18:24,Guadeloupe,,130,7,24
04/04/2020 18:24,Kenya,,126,4,4
04/04/2020 18:24,Isle of Man,,126,1,0
04/04/2020 18:24,Niger,,120,5,0
04/04/2020 18:24,Cambodia,,114,0,50
04/04/2020 18:24,Trinidad and Tobago,,101,6,1
04/04/2020 18:24,Gibraltar,,98,0,52
04/04/2020 18:24,Paraguay,,96,3,12
04/04/2020 18:24,Rwanda,,89,0,0
04/04/2020 18:24,Liechtenstein,,77,0,0
04/04/2020 18:24,Guinea,,73,0,2
04/04/2020 18:24,Bangladesh,,70,8,30
04/04/2020 18:24,Madagascar,,70,0,0
04/04/2020 18:24,Monaco,,64,1,3
04/04/2020 18:24,Aruba,,64,0,1
04/04/2020 18:24,Guatemala,,57,2,15
04/04/2020 18:24,French Guiana,,57,0,22
04/04/2020 18:24,El Salvador,,56,3,0
04/04/2020 18:24,Jamaica,,53,3,7
04/04/2020 18:24,Barbados,,51,0,0
04/04/2020 18:24,Djibouti,,50,0,8
04/04/2020 18:24,Uganda,,48,0,0
04/04/2020 18:24,Macau,Macau,43,0,10
04/04/2020 18:24,Togo,,41,3,17
04/04/2020 18:24,Mali,,41,3,1
04/04/2020 18:24,Zambia,,39,1,2
04/04/2020 18:24,French Polynesia,,39,0,0
04/04/2020 18:24,Ethiopia,,38,0,4
04/04/2020 18:24,Bermuda,,35,0,14
04/04/2020 18:24,Cayman Islands,,29,1,1
04/04/2020 18:24,Saint Martin,,24,2,5
04/04/2020 18:24,Bahamas,,24,3,0
04/04/2020 18:24,Sint Maarten,,23,4,6
04/04/2020 18:24,Guyana,,23,4,0
04/04/2020 18:24,Congo,,22,2,2
04/04/2020 18:24,Eritrea,,22,0,0
04/04/2020 18:24,Gabon,,21,1,1
04/04/2020 18:24,Myanmar,,21,1,0
04/04/2020 18:24,Tanzania,,20,1,3
04/04/2020 18:24,Haiti,,20,0,1
04/04/2020 18:24,Maldives,,19,0,13
04/04/2020 18:24,New Caledonia,,18,0,1
04/04/2020 18:24,Libya,,17,1,0
04/04/2020 18:24,Benin,,16,0,2
04/04/2020 18:24,Equatorial Guinea,,16,0,1
04/04/2020 18:24,Syria,,16,2,2
04/04/2020 18:24,Guinea-Bissau,,15,0,0
04/04/2020 18:24,Antigua and Barbuda,,15,0,0
04/04/2020 18:24,Mongolia,,14,0,2
04/04/2020 18:24,Dominica,,14,0,0
04/04/2020 18:24,Namibia,,14,0,3
04/04/2020 18:24,Saint Lucia,,13,0,1
04/04/2020 18:24,Fiji,,12,0,0
04/04/2020 18:24,Grenada,,12,0,0
04/04/2020 18:24,Curacao,,11,1,3
04/04/2020 18:24,Seychelles,,10,0,0
04/04/2020 18:24,Mozambique,,10,0,1
04/04/2020 18:24,Laos,,10,0,0
04/04/2020 18:24,Suriname,,10,1,0
04/04/2020 18:24,Liberia,,10,1,0
04/04/2020 18:24,Sudan,,10,2,2
04/04/2020 18:24,Greenland,,10,0,3
04/04/2020 18:24,MS Zaandam,,9,2,0
04/04/2020 18:24,Zimbabwe,,9,1,0
04/04/2020 18:24,Nepal,,9,0,1
04/04/2020 18:24,Chad,,9,0,0
04/04/2020 18:24,Saint Kitts and Nevis,,9,0,0
04/04/2020 18:24,Eswatini,,9,0,0
04/04/2020 18:24,Angola,,8,2,1
04/04/2020 18:24,CAR,,8,0,0
04/04/2020 18:24,Somalia,,7,0,1
04/04/2020 18:24,Vatican City,,7,0,0
04/04/2020 18:24,Cabo Verde,,7,1,0
04/04/2020 18:24,St. Vincent Grenadines,,7,0,1
04/04/2020 18:24,Mauritania,,6,1,2
04/04/2020 18:24,Montserrat,,6,0,0
04/04/2020 18:24,St. Barth,,6,0,1
04/04/2020 18:24,Nicaragua,,5,1,0
04/04/2020 18:24,Bhutan,,5,0,2
04/04/2020 18:24,Turks and Caicos,,5,0,0
04/04/2020 18:24,Sierra Leone,,4,0,0
04/04/2020 18:24,Malawi,,4,0,0
04/04/2020 18:24,Belize,,4,0,0
04/04/2020 18:24,Botswana,,4,1,0
04/04/2020 18:24,Gambia,,4,1,2
04/04/2020 18:24,Anguilla,,3,0,0
04/04/2020 18:24,British Virgin Islands,,3,0,0
04/04/2020 18:24,Burundi,,3,0,0
04/04/2020 18:24,Caribbean Netherlands,,2,0,0
04/04/2020 18:24,Falkland Islands,,1,0,0
04/04/2020 18:24,Papua New Guinea,,1,0,0
04/04/2020 18:24,Timor-Leste,,1,0,0
